property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,store room,pooja room,furnishing_type,luxury_category,floor_category
flat,ghuma,0.65,3,2,1,Relatively New,1729.0,1,0,furnished,Low,Mid Floor
flat,nava naroda,0.15,1,1,0,New Property,675.0,0,0,unfurnished,Low,Mid Floor
flat,gota,1.14,3,3,2,Under Construction,2650.0,1,1,unfurnished,High,High Floor
flat,narol,0.28,2,2,1,New Property,1271.0,0,0,unfurnished,Not available,Mid Floor
flat,shilaj,0.57,2,2,1,Relatively New,881.0,0,0,unfurnished,Not available,Mid Floor
flat,motera,0.85,3,3,2,Moderately Old,1417.0,0,0,semifurnished,High,Low Floor
flat,gota,0.65,2,2,1,Moderately Old,1350.0,0,0,furnished,Not available,Mid Floor
flat,science city,2.35,4,4,3,Old Property,3060.0,1,1,semifurnished,High,Mid Floor
house,science city,2.75,4,4,1,Relatively New,1881.0,1,1,unfurnished,High,Mid Floor
house,bodakdev,2.85,4,4,3,Moderately Old,2700.0,0,1,furnished,Medium,Mid Floor
flat,chandkheda,0.45,2,2,2,Old Property,941.0,0,0,unfurnished,Not available,Low Floor
flat,maninagar,0.8,2,2,1,Relatively New,1080.0,0,0,unfurnished,Not available,Low Floor
house,sg highway,5.4,4,4,3,Moderately Old,3600.0,0,0,unfurnished,Low,Low Floor
flat,science city,3.61,4,4,3,Under Construction,5409.0,1,1,unfurnished,High,Mid Floor
flat,south bopal,0.6,2,2,2,Relatively New,990.0,1,1,unfurnished,Medium,Mid Floor
flat,paldi,1.4,3,3,2,Moderately Old,1444.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.57,2,2,1,Moderately Old,1132.0,0,0,furnished,Low,Low Floor
flat,shela,0.58,3,3,1,Relatively New,1140.0,1,0,unfurnished,High,Mid Floor
flat,jagatpur,0.47,2,2,1,Under Construction,1000.0,1,0,unfurnished,Low,Mid Floor
flat,chandkheda,0.35,2,2,1,Relatively New,859.0,0,0,unfurnished,Low,Low Floor
flat,gota,0.51,2,2,2,Relatively New,981.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,0.75,3,2,1,Old Property,1500.0,0,0,unfurnished,Not available,Mid Floor
flat,nikol,0.55,2,2,1,New Property,1779.0,0,0,unfurnished,Medium,Mid Floor
flat,motera,0.68,3,3,1,Under Construction,1440.0,0,0,unfurnished,Medium,Mid Floor
house,new ranip,0.55,2,2,1,Old Property,1188.0,0,0,unfurnished,Low,Low Floor
flat,thaltej,0.4,1,1,1,Old Property,504.0,0,0,unfurnished,Low,Low Floor
flat,odhav,0.19,1,1,1,Moderately Old,1059.0,0,0,unfurnished,Medium,Low Floor
flat,chandlodia,0.5,2,2,2,Moderately Old,936.0,0,0,semifurnished,Low,Mid Floor
flat,ghuma,0.5,3,3,1,Under Construction,1269.0,0,1,unfurnished,Medium,Mid Floor
flat,south bopal,4.0,5,7,1,Relatively New,4564.0,1,1,unfurnished,Medium,High Floor
flat,memnagar,0.75,2,2,1,Old Property,1000.0,1,1,furnished,High,Low Floor
flat,shilaj,0.85,3,3,2,New Property,1800.0,0,0,unfurnished,Not available,Mid Floor
house,vastral,0.8,3,4,2,Moderately Old,1238.0,0,0,furnished,Medium,Mid Floor
flat,motera,0.49,2,2,3,Old Property,828.0,0,1,furnished,Low,Mid Floor
flat,gota,0.61,2,2,1,Moderately Old,1451.0,1,1,semifurnished,High,Mid Floor
flat,science city,1.72,3,3,1,Under Construction,2099.0,1,0,unfurnished,Medium,High Floor
flat,jagatpur,0.52,2,2,1,Relatively New,954.0,1,1,unfurnished,High,Mid Floor
flat,jagatpur,0.43,2,2,0,Under Construction,747.0,0,0,unfurnished,Medium,High Floor
flat,nikol,0.41,2,2,0,Moderately Old,1044.0,0,0,unfurnished,Not available,Mid Floor
flat,chandkheda,0.55,2,2,1,Old Property,1008.0,1,0,unfurnished,Medium,Mid Floor
flat,paldi,0.81,2,2,1,Relatively New,1260.0,0,0,unfurnished,Low,Mid Floor
house,narol,0.75,4,3,2,Moderately Old,1800.0,0,0,unfurnished,Low,Low Floor
flat,science city,2.75,3,2,2,Moderately Old,2700.0,1,1,semifurnished,High,Low Floor
house,science city,2.6,3,3,1,Old Property,1845.0,1,1,unfurnished,High,Mid Floor
flat,jagatpur,0.52,2,2,2,Relatively New,1260.0,0,1,furnished,Low,Low Floor
flat,bodakdev,6.0,5,5,1,New Property,4126.0,1,1,semifurnished,High,Mid Floor
flat,jagatpur,0.6,3,3,2,Relatively New,1056.0,0,0,unfurnished,Medium,Mid Floor
flat,science city,3.99,5,5,3,Under Construction,6525.0,1,1,unfurnished,High,High Floor
flat,vastrapur,0.72,3,2,2,Moderately Old,1224.0,0,0,unfurnished,Not available,Low Floor
flat,memnagar,0.81,2,2,0,Moderately Old,830.0,0,0,unfurnished,Not available,Low Floor
flat,science city,1.5,3,3,2,Relatively New,1630.0,0,1,unfurnished,Medium,Mid Floor
house,thaltej,9.8,4,4,1,Moderately Old,4914.0,1,0,semifurnished,Low,Mid Floor
flat,prahlad nagar,0.48,2,2,2,Old Property,624.0,0,0,unfurnished,Low,Low Floor
flat,new ranip,0.42,2,2,2,Relatively New,1080.0,0,0,unfurnished,Not available,Low Floor
flat,maninagar,0.48,2,2,2,Old Property,961.0,1,0,unfurnished,Medium,Mid Floor
house,vastrapur,4.75,6,3,3+,Old Property,3627.0,0,0,unfurnished,Medium,Mid Floor
flat,paldi,0.78,2,2,1,Old Property,1215.0,0,0,unfurnished,Low,Low Floor
flat,chandkheda,1.25,3,3,1,Relatively New,1485.0,1,1,semifurnished,Medium,Low Floor
flat,gota,0.8,3,3,2,New Property,1908.0,1,0,unfurnished,Medium,Mid Floor
flat,jagatpur,0.38,1,1,1,Moderately Old,600.0,0,0,unfurnished,Medium,Low Floor
flat,chandkheda,0.51,2,2,1,New Property,1008.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.48,2,2,1,Relatively New,1015.0,1,0,unfurnished,Low,Mid Floor
flat,bodakdev,2.33,4,4,1,Under Construction,2601.0,1,0,unfurnished,Medium,Mid Floor
flat,bodakdev,3.93,4,4,3,Relatively New,4854.0,1,1,unfurnished,High,Mid Floor
flat,prahlad nagar,1.6,3,3,1,Relatively New,1965.0,1,0,furnished,Medium,Low Floor
flat,jagatpur,0.51,2,2,1,Relatively New,1260.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.67,3,3,1,Under Construction,1245.0,0,0,unfurnished,Medium,Mid Floor
house,koteshwar,1.3,3,3,1,Moderately Old,936.0,0,0,furnished,Low,Low Floor
flat,vastral,0.42,2,2,2,Moderately Old,2340.0,0,0,unfurnished,Low,Mid Floor
flat,jodhpur,0.55,2,2,2,Old Property,945.0,1,0,furnished,Medium,Mid Floor
flat,vatva,0.12,1,1,1,Relatively New,477.0,0,0,unfurnished,Not available,Mid Floor
flat,maninagar,0.2,1,1,0,Old Property,600.0,0,0,unfurnished,Not available,Low Floor
flat,shahibaug,0.9,2,2,3,Old Property,1294.0,0,0,semifurnished,Low,Low Floor
flat,new maninagar,0.18,1,1,1,Old Property,675.0,0,0,unfurnished,Medium,Mid Floor
flat,new ranip,0.7,3,3,2,Moderately Old,1602.0,0,0,unfurnished,Low,Mid Floor
flat,jodhpur,1.0,3,2,1,Relatively New,1195.0,0,0,furnished,Medium,Mid Floor
flat,new ranip,0.56,3,2,2,Relatively New,1305.0,0,0,furnished,Low,Mid Floor
flat,science city,2.55,4,4,2,New Property,3825.0,0,1,unfurnished,Medium,Low Floor
flat,vastrapur,1.99,3,3,1,New Property,2361.0,0,1,unfurnished,Medium,Mid Floor
flat,vastral,0.38,2,2,2,Moderately Old,1125.0,0,0,unfurnished,Not available,Low Floor
flat,science city,1.75,3,3,1,Moderately Old,1979.0,1,0,unfurnished,Medium,Low Floor
house,prahlad nagar,2.0,3,3,2,Old Property,1575.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.19,1,2,1,Moderately Old,568.0,0,0,unfurnished,Not available,Low Floor
flat,nikol,0.45,2,2,2,Moderately Old,1482.0,0,0,unfurnished,Not available,Low Floor
house,shahibaug,1.53,5,5,2,Old Property,2565.0,1,0,semifurnished,Medium,Low Floor
flat,maninagar,0.7,2,2,2,Moderately Old,1053.0,0,0,unfurnished,Not available,Low Floor
flat,thaltej,1.15,3,3,3,Old Property,1697.0,1,0,furnished,Medium,Mid Floor
flat,vastral,0.29,2,2,1,Moderately Old,810.0,0,0,unfurnished,Low,Mid Floor
flat,naroda,0.39,2,2,0,Under Construction,651.0,0,0,unfurnished,Low,High Floor
flat,jagatpur,0.5,2,2,1,Relatively New,1000.0,0,0,unfurnished,Medium,Mid Floor
house,vatva,0.22,2,2,2,Old Property,400.0,0,0,unfurnished,Not available,Low Floor
flat,gota,3.1,4,5,3+,Moderately Old,2539.0,0,0,unfurnished,Not available,Mid Floor
flat,chandkheda,0.55,3,3,0,Relatively New,1305.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.7,3,3,1,New Property,893.0,0,0,unfurnished,High,Mid Floor
flat,gota,0.8,3,3,1,Moderately Old,1375.0,0,0,semifurnished,Medium,Mid Floor
flat,bhadaj,0.74,3,3,0,Relatively New,1000.0,1,1,unfurnished,Medium,High Floor
flat,gota,0.85,3,2,1,Relatively New,1890.0,0,0,unfurnished,Not available,Mid Floor
flat,science city,1.7,3,3,3,New Property,2524.0,1,1,unfurnished,High,Mid Floor
flat,vastral,0.4,2,2,0,Moderately Old,1215.0,0,0,unfurnished,Not available,Mid Floor
flat,nikol,0.36,2,2,2,Moderately Old,1200.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,2.65,4,5,1,Moderately Old,2969.0,0,1,semifurnished,Medium,Mid Floor
house,south bopal,3.0,4,4,2,Old Property,2079.0,1,0,unfurnished,Low,Low Floor
house,science city,2.9,4,4,1,Relatively New,2520.0,1,1,furnished,Medium,Low Floor
flat,satellite,0.6,2,2,3+,Moderately Old,1026.0,0,0,furnished,High,Mid Floor
flat,science city,1.98,4,4,3,Under Construction,3200.0,1,1,unfurnished,High,Mid Floor
house,naroda,2.25,3,3,1,Old Property,1620.0,0,0,unfurnished,Medium,Low Floor
house,maninagar,0.85,1,1,1,Old Property,1197.0,0,0,unfurnished,Low,Mid Floor
house,maninagar,0.8,2,2,0,Old Property,1125.0,0,0,unfurnished,Not available,Low Floor
flat,jodhpur,0.75,2,2,2,Old Property,1035.0,0,0,furnished,Medium,Mid Floor
flat,motera,0.36,2,2,2,Old Property,1179.0,0,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.28,1,2,1,Moderately Old,642.0,0,0,unfurnished,Medium,Low Floor
flat,chandkheda,0.85,3,3,3,Relatively New,1560.0,0,0,unfurnished,Not available,Mid Floor
flat,nava naroda,0.42,3,2,1,Relatively New,1482.0,0,0,furnished,Low,Low Floor
flat,gota,1.3,3,3,1,Relatively New,1915.0,1,0,unfurnished,Medium,Mid Floor
flat,satellite,0.8,3,2,2,Old Property,1158.0,0,0,unfurnished,Medium,Mid Floor
flat,nikol,0.86,3,3,1,Relatively New,2412.0,0,0,unfurnished,Low,Mid Floor
flat,south bopal,0.71,3,3,1,Relatively New,1150.0,1,0,unfurnished,High,Mid Floor
flat,maninagar,0.3,1,1,1,Old Property,941.0,1,0,furnished,Low,Mid Floor
flat,thaltej,4.25,4,4,1,Relatively New,3573.0,0,1,unfurnished,Low,High Floor
flat,odhav,0.42,3,2,0,Moderately Old,1467.0,0,0,unfurnished,Not available,Mid Floor
flat,vatva,0.14,1,1,1,Moderately Old,528.0,0,0,unfurnished,Medium,Low Floor
house,chandkheda,3.5,4,4,2,Relatively New,1890.0,0,1,furnished,Medium,Low Floor
flat,jagatpur,0.56,3,3,2,Relatively New,960.0,0,1,unfurnished,Medium,Mid Floor
flat,paldi,2.17,4,4,2,Under Construction,3240.0,1,0,unfurnished,Medium,Mid Floor
flat,motera,1.63,3,3,1,Moderately Old,2066.0,0,0,semifurnished,Medium,Mid Floor
flat,shela,0.34,1,2,0,Relatively New,598.0,0,0,unfurnished,Medium,Mid Floor
flat,bodakdev,3.57,4,4,2,Under Construction,3204.0,1,1,unfurnished,High,High Floor
house,vastral,1.18,3,3,2,Moderately Old,1170.0,0,1,furnished,Low,Low Floor
flat,shela,0.7,3,3,2,Relatively New,1191.0,0,0,semifurnished,Medium,Mid Floor
flat,gota,0.46,2,2,2,Moderately Old,1074.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.63,3,3,1,Under Construction,1139.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,2.14,4,4,1,Relatively New,2988.0,0,0,unfurnished,Medium,Mid Floor
flat,nana chiloda,0.28,2,2,1,New Property,744.0,0,0,unfurnished,Low,Low Floor
house,vastral,0.34,2,2,1,Relatively New,1050.0,0,0,unfurnished,Not available,Low Floor
flat,gurukul,0.5,2,2,2,Old Property,1294.0,0,1,furnished,Not available,Mid Floor
house,shilaj,9.0,3,3,2,Moderately Old,6840.0,1,0,unfurnished,Medium,Low Floor
flat,satellite,1.2,3,3,3,Old Property,1775.0,0,0,furnished,Medium,Mid Floor
flat,south bopal,0.68,3,3,1,Relatively New,1125.0,0,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.4,2,2,1,Relatively New,1249.0,0,0,furnished,Medium,Low Floor
flat,maninagar,0.6,3,2,1,Old Property,1482.0,0,1,furnished,Low,Low Floor
flat,jagatpur,0.69,3,3,1,Relatively New,1211.0,0,1,unfurnished,Medium,Mid Floor
house,south bopal,2.43,4,4,3,Old Property,2942.5,0,0,furnished,Low,Low Floor
flat,vastral,0.24,1,1,1,Moderately Old,805.0,0,0,unfurnished,Medium,Mid Floor
flat,bodakdev,3.94,4,5,2,Under Construction,4489.0,1,1,unfurnished,Medium,High Floor
house,vatva,0.21,1,2,1,Relatively New,720.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.55,2,2,1,New Property,915.0,1,0,unfurnished,High,Mid Floor
flat,south bopal,0.59,3,3,1,Under Construction,1222.0,1,1,unfurnished,High,Mid Floor
flat,vastrapur,1.31,3,3,2,Under Construction,1452.0,0,0,unfurnished,Not available,Mid Floor
flat,charodi,0.86,3,3,2,New Property,1744.0,0,0,unfurnished,Low,Mid Floor
flat,sarkhej,0.26,1,1,1,Relatively New,586.0,0,0,unfurnished,Low,Mid Floor
flat,memnagar,0.7,2,2,1,Old Property,1008.0,1,0,furnished,Medium,Low Floor
flat,thaltej,0.91,3,3,3,Old Property,1187.0,0,0,furnished,Low,Low Floor
house,south bopal,3.75,4,4,1,Moderately Old,3240.0,1,0,unfurnished,Not available,Low Floor
flat,vastral,0.6,2,2,1,Relatively New,1173.0,0,0,unfurnished,Not available,Mid Floor
house,naroda,1.0,4,2,2,Old Property,959.04,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,6.18,5,6,2,Under Construction,5088.0,1,1,unfurnished,Medium,High Floor
house,nikol,1.55,3,4,2,Old Property,1800.0,0,0,unfurnished,Not available,Low Floor
house,south bopal,2.75,4,4,1,New Property,1980.0,1,1,unfurnished,Low,Low Floor
house,shela,3.5,4,5,1,Relatively New,2313.0,1,0,unfurnished,High,Low Floor
house,science city,3.65,4,4,2,Moderately Old,1764.0,0,1,unfurnished,Low,Low Floor
flat,maninagar,0.25,1,1,1,Old Property,598.0,0,0,unfurnished,Low,Low Floor
house,nikol,0.45,3,3,0,Old Property,1800.0,0,0,unfurnished,Not available,Low Floor
flat,new ranip,0.48,2,2,2,Moderately Old,1134.0,0,0,unfurnished,Not available,Low Floor
house,sarkhej,0.35,2,2,1,Old Property,600.0,0,0,unfurnished,Not available,Low Floor
flat,vastrapur,1.37,4,4,2,Under Construction,2591.0,1,1,unfurnished,High,Mid Floor
flat,new ranip,0.35,2,2,1,Relatively New,1035.0,0,0,unfurnished,Low,Mid Floor
flat,vatva,0.27,2,2,1,Moderately Old,971.0,0,0,semifurnished,Not available,Mid Floor
flat,maninagar,0.75,2,2,1,Old Property,971.0,0,0,semifurnished,Medium,Mid Floor
flat,satellite,0.61,2,2,3,Old Property,1035.0,1,0,semifurnished,Medium,Mid Floor
flat,naroda,0.18,2,2,2,Relatively New,882.0,0,0,unfurnished,Not available,Mid Floor
house,navrangpura,2.35,2,2,3,Old Property,1890.0,0,0,unfurnished,Not available,Low Floor
house,naranpura,7.0,7,6,0,Old Property,3000.0,0,0,unfurnished,Not available,Low Floor
house,south bopal,1.6,4,4,3,New Property,1440.0,1,1,unfurnished,Low,Low Floor
flat,chandkheda,0.87,3,2,1,Relatively New,2265.0,0,0,unfurnished,Medium,Mid Floor
flat,nikol,0.58,3,3,2,Moderately Old,2647.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.76,3,3,1,Relatively New,1364.0,0,0,unfurnished,Medium,Mid Floor
flat,satellite,6.3,5,5,2,New Property,7000.0,1,0,unfurnished,Low,Low Floor
flat,ghuma,0.5,3,3,1,Under Construction,1269.0,0,1,unfurnished,Medium,Mid Floor
flat,motera,0.6,3,2,2,Relatively New,758.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.72,3,3,0,Relatively New,1203.0,0,0,furnished,High,Mid Floor
flat,bodakdev,3.57,4,4,1,New Property,4759.0,1,1,unfurnished,High,Mid Floor
house,ghuma,6.0,4,5,0,Moderately Old,4200.0,0,0,unfurnished,Not available,Low Floor
house,thaltej,6.0,3,4,2,Old Property,4797.0,0,0,unfurnished,Low,Low Floor
house,sola,0.5,2,2,2,Moderately Old,585.0,0,0,unfurnished,Not available,Low Floor
flat,gota,1.06,3,3,2,Relatively New,2115.0,1,0,unfurnished,Medium,Mid Floor
flat,ghuma,0.55,2,2,1,New Property,1412.0,0,0,unfurnished,Low,Low Floor
house,krishna nagar,0.55,1,1,1,Old Property,700.0,0,0,unfurnished,Medium,Low Floor
house,shela,7.0,5,5,2,Relatively New,4329.0,1,0,unfurnished,Medium,Mid Floor
flat,nikol,0.4,2,2,2,Moderately Old,1059.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.55,2,2,1,Relatively New,984.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.73,3,2,1,Relatively New,860.86,1,1,furnished,Medium,Mid Floor
flat,satellite,1.59,3,3,1,Under Construction,1925.0,1,0,unfurnished,Medium,Mid Floor
flat,science city,1.54,3,3,2,Under Construction,2480.0,1,1,unfurnished,High,Mid Floor
flat,shela,0.4,2,2,0,Relatively New,848.0,1,0,unfurnished,Medium,High Floor
house,thaltej,2.6,4,4,2,Old Property,2160.0,0,1,furnished,Low,Low Floor
flat,south bopal,1.05,3,3,1,Relatively New,1485.0,1,1,semifurnished,Medium,Mid Floor
house,new ranip,0.35,1,2,1,Old Property,990.0,0,0,unfurnished,Not available,Low Floor
flat,nikol,0.25,1,1,2,Moderately Old,738.0,0,0,unfurnished,Not available,Mid Floor
house,science city,4.84,4,4,1,Moderately Old,2605.0,0,1,semifurnished,High,Mid Floor
flat,gota,0.54,2,2,1,Relatively New,869.0,0,0,unfurnished,Medium,Low Floor
house,krishna nagar,1.1,3,3,0,Old Property,1350.0,0,0,unfurnished,Not available,Low Floor
flat,nava naroda,0.46,2,2,3,Moderately Old,1107.0,0,0,unfurnished,Not available,Mid Floor
house,satellite,2.75,4,3,2,Moderately Old,2912.0,1,1,semifurnished,High,Low Floor
flat,khokhara,0.36,2,2,1,Moderately Old,706.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.63,3,3,2,Relatively New,1203.0,0,0,unfurnished,High,Mid Floor
flat,south bopal,0.7,3,3,1,Relatively New,1104.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,2.1,4,4,1,Relatively New,1863.0,0,0,unfurnished,Medium,High Floor
house,science city,5.5,4,4,1,Relatively New,2403.0,1,1,furnished,Medium,Low Floor
flat,shela,0.62,2,2,0,Relatively New,892.0,0,0,semifurnished,Low,High Floor
house,new ranip,1.4,7,5,1,Relatively New,2043.0,0,0,unfurnished,Not available,Mid Floor
flat,vastral,0.31,2,2,1,Moderately Old,1249.0,0,0,unfurnished,Not available,Mid Floor
flat,vastral,0.35,2,2,2,Moderately Old,1125.0,0,0,unfurnished,Not available,Mid Floor
flat,vatva,0.14,1,1,0,New Property,406.0,0,0,unfurnished,Not available,Low Floor
flat,nikol,0.24,2,1,1,Relatively New,784.0,0,0,unfurnished,Low,Mid Floor
flat,motera,1.5,3,3,2,Relatively New,1867.0,0,0,semifurnished,Medium,High Floor
flat,gota,0.67,3,3,0,Relatively New,1085.0,0,1,unfurnished,Medium,Mid Floor
flat,shela,2.65,4,4,1,Relatively New,2936.0,0,1,unfurnished,High,Mid Floor
flat,paldi,0.95,3,3,2,New Property,910.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,1.25,3,3,1,New Property,1836.0,1,0,unfurnished,Low,Mid Floor
flat,motera,1.1,3,3,3,Moderately Old,2353.0,1,1,semifurnished,High,Mid Floor
house,isanpur,0.5,2,3,1,Moderately Old,819.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.6,3,3,1,Moderately Old,1130.0,0,1,unfurnished,Medium,High Floor
flat,memnagar,0.82,3,3,3,Old Property,2016.0,0,0,furnished,Not available,Mid Floor
flat,jagatpur,0.48,2,2,1,Under Construction,838.0,1,0,unfurnished,High,High Floor
flat,gota,0.77,3,3,2,Relatively New,1500.0,1,1,unfurnished,Medium,Mid Floor
flat,charodi,0.51,2,2,0,Under Construction,1039.0,1,0,unfurnished,Medium,High Floor
house,prahlad nagar,1.4,2,2,0,Relatively New,1260.0,0,0,unfurnished,Low,Low Floor
house,isanpur,0.69,2,3,2,Old Property,999.0,0,0,furnished,Low,Low Floor
house,nikol,0.9,2,1,1,Old Property,1989.0,0,1,unfurnished,Low,Low Floor
flat,motera,1.3,3,3,1,New Property,2124.0,0,0,unfurnished,Medium,Low Floor
flat,gurukul,0.75,3,3,2,Old Property,1641.0,0,1,furnished,Low,Low Floor
flat,gota,1.4,3,3,1,Relatively New,3765.0,1,0,unfurnished,Medium,Mid Floor
flat,nana chiloda,0.47,3,3,2,Relatively New,1175.0,0,0,unfurnished,High,Low Floor
flat,south bopal,0.47,2,2,1,Under Construction,1312.0,1,1,unfurnished,High,Mid Floor
flat,south bopal,0.54,2,2,1,New Property,900.0,0,1,unfurnished,Medium,Low Floor
flat,narol,0.1,1,1,1,Moderately Old,688.0,0,0,unfurnished,Low,Mid Floor
flat,new ranip,0.75,3,2,3,Moderately Old,1754.0,0,0,semifurnished,Medium,Low Floor
flat,shahibaug,2.0,4,4,3,Old Property,2070.0,0,0,semifurnished,Low,Low Floor
flat,satellite,0.48,2,1,1,Old Property,1200.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.47,3,2,1,Relatively New,824.0,0,0,unfurnished,Medium,Mid Floor
house,krishna nagar,0.55,2,3,2,Old Property,1260.0,0,0,unfurnished,Not available,Low Floor
flat,shela,0.65,3,3,2,Relatively New,1240.0,1,0,unfurnished,High,Low Floor
flat,jagatpur,0.55,2,2,1,Relatively New,1200.0,1,1,unfurnished,High,Mid Floor
flat,new ranip,0.35,1,1,1,Relatively New,767.0,0,0,furnished,Low,Mid Floor
flat,ghuma,0.38,2,2,2,Moderately Old,1241.0,0,0,unfurnished,Low,Mid Floor
flat,science city,1.52,3,3,1,Under Construction,2802.0,1,1,unfurnished,Medium,Mid Floor
house,south bopal,3.81,4,4,2,Moderately Old,2520.0,1,1,unfurnished,Medium,Low Floor
flat,sg highway,1.25,3,3,2,Relatively New,2824.0,0,0,unfurnished,Low,High Floor
flat,nikol,0.2,1,1,0,Relatively New,765.0,0,0,unfurnished,Not available,Mid Floor
flat,usmanpura,1.15,4,3,1,Old Property,1878.0,0,0,semifurnished,Low,Mid Floor
flat,memnagar,0.89,3,3,3,Moderately Old,1476.0,0,0,furnished,Low,Mid Floor
house,shilaj,4.25,3,3,1,Moderately Old,3375.0,1,0,furnished,Low,Low Floor
flat,shela,0.6,3,3,1,Relatively New,1107.0,0,1,unfurnished,Medium,Mid Floor
flat,new ranip,0.43,2,2,1,Moderately Old,1062.0,1,1,furnished,Medium,Low Floor
flat,memnagar,0.48,2,2,1,Old Property,1059.0,0,0,furnished,Low,Low Floor
flat,new maninagar,0.4,2,2,3,Moderately Old,1288.0,0,1,unfurnished,Medium,Mid Floor
flat,nikol,0.42,2,2,1,Moderately Old,1224.0,0,0,furnished,Low,Mid Floor
house,ghuma,1.35,3,3,1,Old Property,1395.0,0,0,unfurnished,Low,Low Floor
flat,ghuma,0.61,2,2,1,Under Construction,1183.0,1,0,unfurnished,High,Low Floor
flat,satellite,1.1,3,3,2,Old Property,1530.0,0,0,unfurnished,Not available,Mid Floor
flat,ctm,0.4,2,2,2,Moderately Old,784.0,0,0,unfurnished,Not available,Low Floor
flat,naroda,0.38,2,2,0,New Property,1000.0,0,0,unfurnished,Medium,Low Floor
flat,jagatpur,0.71,3,3,2,Relatively New,1193.0,0,0,unfurnished,Medium,Mid Floor
flat,paldi,1.74,3,3,2,Under Construction,2610.0,1,0,unfurnished,Medium,Mid Floor
house,shela,3.25,4,4,1,Relatively New,2979.0,1,1,furnished,Medium,Low Floor
house,sg highway,3.25,3,3,2,Old Property,2718.0,0,0,unfurnished,Low,Low Floor
flat,gota,1.36,3,3,1,Relatively New,1400.0,0,0,unfurnished,High,Mid Floor
flat,gota,0.46,2,2,2,Relatively New,1179.0,0,0,unfurnished,Medium,Low Floor
flat,ghuma,0.52,2,2,1,Under Construction,1032.0,0,1,unfurnished,Medium,Mid Floor
flat,gota,0.65,3,3,0,Relatively New,1039.0,0,1,unfurnished,Medium,Mid Floor
flat,satellite,4.2,5,4,3,Moderately Old,4860.0,0,0,unfurnished,Not available,High Floor
flat,gota,1.25,3,3,1,New Property,1597.0,0,0,unfurnished,Medium,Mid Floor
flat,vastrapur,0.65,3,3,2,Old Property,1507.0,0,0,furnished,Not available,Mid Floor
